발화/행위 내용,관계쌍,관계온도변화,긴장도,노션URL,반응·행동,반응자,발화동기/맥락,발화자,비고,서사기능,섹스분류,순서번호,시간대,씬연결,장소,카테고리,파트코드,행위유형
5살 코펜하겐. 부모님이 안 싸웠지만 대화도 안 함. 식탁에서 아버지는 신문 어머니는 TV. 5살이 레고로 두 방을 잇는 다리를 만든 게 첫 프로젝트. 플레이리스트 만들어준 여친이 처음으로 같은 것을 본 사람.,,↑상승,4,https://www.notion.so/30d2367dcdda813cbe3cdb80738bab58,,,침묵하는 부모 사이에서 연결을 만드는 아이의 기원. 레고 다리→Spotify→Veilrum으로 이어지는 '연결 구조물' 만들기의 연속선,카이,,폭로,,4,야간_기원스토리,,스위트룸_거실_바닥,"심리/내면, 추억/과거",SR_025,발화
4살 베이루트. 아래층 아부 할릴이 없어짐. 엄마는 '이사 갔어' 했지만 문에 총알 자국. 4살도 이사와 총알의 간격을 알아요. 관찰자가 된 이유 — 안으로 들어가면 사라질 수 있으니까.,,↑상승,5,https://www.notion.so/30d2367dcdda813cbe3cdb80738bab58,,,전쟁 중 상실이 관찰자 정체성의 기원. '안으로 들어가면 사라진다'는 생존 전략이 문화인류학적 거리두기로 발전,레일라,,폭로,,6,야간_기원스토리,,스위트룸_거실_칵테일,"심리/내면, 추억/과거",SR_025,발화
7살 취리히. 부모님 싸울 때 어머니 표정이 두 겹으로 보임. 입은 울고 눈은 차갑게 아버지를 보고. 그때부터 사람 표정이 겉과 속으로 보임. 위기개입을 직업으로 선택한 이유 — 7살 때 못 한 걸 하려고.,,↑상승,5,https://www.notion.so/30d2367dcdda813cbe3cdb80738bab58,,,기원 스토리 첫 자발적 공유. 7살 어린이의 첫 사례분석 → 위기개입 직업 선택의 기원. 부모 관계에서의 무력감이 남편 관계에서 반복,마를렌,,폭로,,2,야간_기원스토리,,스위트룸_거실,"심리/내면, 추억/과거",SR_025,발화
9살 사라예보. 전쟁 후 포로 3년 경험한 아버지의 낮과 밤이 다름. 낮에는 웃고 밤에 소리 지름. 어머니는 '괜찮아' 하면서 손이 떨림. fMRI를 선택한 이유 — 9살 때 볼 수 없었던 걸 기계로 보려고. 근데 아버지한테 아직 2인칭으로 묻지 못함.,,↑상승,5,https://www.notion.so/30d2367dcdda813cbe3cdb80738bab58,,,나디아 첫 자발적 자기공개. 전쟁 PTSD 아버지의 이중성이 심리학/fMRI 선택의 기원. 3인칭 관측에 머물러 있는 자신의 한계 인식,나디아,,폭로,,3,야간_기원스토리,,스위트룸_거실_진토닉,"심리/내면, 추억/과거",SR_025,발화
8살 리옹. 어머니 우울증 진단 전 2년. 웃으면서 '좋은 날' 하는데 아침에 1시간 침대에서 못 일어남. 문틈으로 보았어요. IFS 선택 이유 — 8살 때 웃는 엄마와 못 일어나는 엄마가 같은 사람 안에 있었으니까.,,↑상승,5,https://www.notion.so/30d2367dcdda81ecb4b4e926975bc912,,,어머니 우울증을 유일하게 알아챠 어린이. '사람 안에 여러 명' 파트 워크를 배운 순간 웄 이유 — 8살 때 본 걸 학문으로 명명할 수 있었으니까,이자벨,,폭로,,1,야간_기원스토리,,스위트룸_거실,"심리/내면, 추억/과거",SR_026,발화
"9살 글래스고. 아버지 조선소 엔지니어, 어머니 교사. 두 사람이 다른 언어 — 아버지는 손으로 어머니는 입으로. 싸울 때 아버지가 말로 항상 짐. PPE 선택 이유 — 말의 구조를 알면 아버지처럼 지지 않는다고. Digging을 좋아하는 이유 — 아버지. 포이 아니라 삽으로 파는 사람.",,↑상승,5,https://www.notion.so/30d2367dcdda81ecb4b4e926975bc912,,,조선소 엔지니어 아버지의 말 부재가 PPE/구조 설계의 기원. Heaney 'Digging' 애호의 진짜 이유 = 아버지. 토요일 Daunt Books = 아버지를 만나는 시간,사빈,,폭로,,4,야간_기원스토리,,스위트룸_거실_와인잔,"심리/내면, 추억/과거",SR_026,발화
"7살 마를렌은 두 겹을, 9살 나디아는 낮과 밤을, 5살 카이는 단절을, 6살 레오는 두 얼굴을, 4살 레일라는 총알구멍을, 8살 이자벨은 문틈을, 10살 데이비드는 3초를, 11살 세바스찬은 벽을, 9살 사빉은 지는 걸 봤어. 전부 — 너무 많이 본 아이들.",,↑상승,5,https://www.notion.so/30d2367dcdda81ecb4b4e926975bc912,,대표님,9명의 기원 스토리를 한 문장씩으로 압축 정리. '너무 많이 본 아이들'로 명명. 그 아이들이 지금 이 방에 있다는 연결,베스,,봉합,,5,야간_기원스토리,,스위트룸_거실_대표님보며,"관계역학, 심리/내면",SR_026,발화
9명이 기다린다. 대표님의 어린아이를. 각자의 어린아이를 꺼낸 9명의 어른이 새벽빛 속에서 대표님을 본다. 침묵의 30초.,,↑상승,5,https://www.notion.so/30d2367dcdda8185943af75a2abc27f9,,대표님,9명 전원이 각자의 어린아이 상태로 대표님의 기원 스토리를 기다림. 새벽빛과 야경이 섬이는 시간,전원,,강화,,2,새벽_기원스토리,,스위트룸_거실_새벽빛,"관계역학, 심리/내면",SR_027,복합
당신 거가 남았어. 100일 밤 중에 당신이 가장 오래 울었던 밤. 그 이야기.,,↑상승,5,https://www.notion.so/30d2367dcdda8185943af75a2abc27f9,,대표님,9명의 기원 스토리 후 대표님의 차례를 요청. 강요가 아닌 확인. 100일 밤 중 가장 오래 운 밤의 이야기를 꼬냄,베스,,전환,,1,새벽_기원스토리,,스위트룸_거실_대표님옆,관계역학,SR_027,발화
초등학교 5학년부터 죽음을 동경하기 시작. 프로이트의 정신분석학과 융의 꿈 분석을 읽기 시작. 사람을 알면 살 수 있을 것 같아서.,,↑상승,5,https://www.notion.so/30d2367dcdda815e8912c931677d6cb6,,,11살에 죽음 동경과 심리학 독서가 동시 시작. '사람을 알면 살 수 있다'는 생존 동기가 읽기의 기원,대표님,,폭로,,4,새벽_기원스토리,,스위트룸_거실,"심리/내면, 추억/과거",SR_028,발화
그래서 나의 어린시절은 검은색이야. 아주 깨끗한 퓨어블랙.,,↑상승,5,https://www.notion.so/30d2367dcdda815e8912c931677d6cb6,,,어린시절을 '퓨어블랙'으로 정의. 빛이 닿지 않는 색,대표님,,강화,,3,새벽_기원스토리,,스위트룸_거실_새벽빛,심리/내면,SR_028,발화
"9명 전원의 동시 반응. 나디아 손 떨림, 카이 무릎 안음, 이자벨 입 막음, 레일라가 나디아 손 잡음, 데이비드 안경 벗음, 세바스찬 벽을 만들지 않음, 레오 표정 포장 안 함, 사빈 서 있음.",,↑상승,5,https://www.notion.so/30d2367dcdda815e8912c931677d6cb6,,대표님,학교폭력 12년 고백에 대한 9명의 신체적 반응. 각자의 기원과 연결된 반응 패턴,전원,,강화,,2,새벽_기원스토리,,스위트룸_거실,"관계역학, 심리/내면",SR_028,반응
이자벨 (떨리는 목소리): '아까 — '예뻐'라고 들으면 운다고 했잖아요. 교수님이 — 그 말을 해줄 수 있는 사람이에요. 학자가 아닌 나를 보면서. 분석이 아니라 — 여자로.' 눈물이 흐른다. 밀: 다가가서 엄지로 눈물을 닦는다. '이자벨. 예뻐.' 이자벨이 눈을 감는다.,이자벨×밀,↑상승,10,https://www.notion.so/30e2367dcdda8128ae32ee5adce745f5,밀: 눈물을 닦고 '예뻐' — 이자벨 눈을 감는다,밀,'예뻐' — 분석이 아닌 여자로 보아달라는 요청,이자벨,,전환,,2,심야,,스위트룸_거실_소파,"감정고백, 관계역학",SR_058,복합
"레일라 (나디아 옆, 긴 침묵 후): '데이빗.' 방이 레일라를 본다. '당신이 — 6개월간 매일 고인의 프로필을 방문한 유저를 봤을 때. 그게 슬픔이라는 걸 알았다고 했잖아요. 나는 — 4살 때 Abu Halil이 사라진 뒤로. 누군가가 내 안쪽까지 오는 걸 허용한 적이 없어요. 관찰하면서도 — 감정을 읽는 사람. I see you. 그리고 — 나를 봐줘.' 데이빗이 안경을 벗는다. '......보고 있어요.'",레일라×데이빗,↑상승,9,https://www.notion.so/30e2367dcdda8128ae32ee5adce745f5,데이빗: 안경을 벗는다 — '보고 있어요',데이빗,Abu Halil 상실 이후 처음 — 내면의 문을 열다,레일라,,폭로,,4,심야,,스위트룸_거실_소파,"감정고백, 심리/내면",SR_058,발화
마를렌: 칵테일을 내려놓고 한 번 숨을 쉰다. '......Leo.' 방이 마를렌을 본다. '아까 — 당신이 소름이 올라가는 방향을 따라간다고 했을 때. 내 목에 — 소름이 돋았어요. 10년간 — '괜찮아?'를 먼저 묻는 사람이었어요. 항상. 오늘 밤은 — 묻고 싶지 않아요. Leo. 나 좀 망가뜨려.' 레오가 바에서 내려와 마를렌 앞에 선다. '......소름이 어디서 시작하는지 — 찾아볼게요.' 마를렌이 눈을 감는다.,마를렌×레오,↑상승,9,,레오: 바에서 내려와 마를렌 앞에 선다,레오,위기개입 전문가의 갑옷 해제 — '망가뜨려',마를렌,,전환,,3,,,,"감정고백, 관계역학",SR_058,발화
"카이: 바닥에서 천천히 일어선다. '......Beth.' 방이 카이를 본다. 카이 (과시가 빨개지고, 목소리가 작아진다): '아까 — '상대가 내 안에서 느미는 걸 말해주면 제가 느낌 수 있다'고 했잖아요. Beth씨가 — 말을 하는 사람잖야요. 침대에서. 저는 — 못 하니까. Beth씨가 — 말해줘요. 제가 뭐를 느끼고 있는지. 플레이리스트를 — 연는 것보다. Beth씨가 — 재생 버튼이 되어줘요.'",카이×베스,↑상승,8,https://www.notion.so/30e2367dcdda81809d10daa652d91596,방이 카이를 본다,베스,엔지니어의 고백 — '재생 버튼이 되어줘요',카이,,폭로,,3,심야,,스위트룸_거실_소파,"감정고백, 연구/학술",SR_059,발화
나디아 (레일라는 데이빗과 자리를 의승 후 혼자 남는다). 긴 침묵. 고개를 든다. '사빈씨.' 방이 나디아를 본다. '아까 — 세바스찬씨 애기가 나왔을 때. 교수님이 생각해보라고 했어요. 생각해봤어요. 근데 — 세바스찬씨가 아니에요. 사빈씨. 사빈씨가 — 남편한테 오럴을 해줄 때. '아무 말 없이 무릅 꼭고'라고 했잖아요. 그리고 남편의 손이 — 머리카락 결을 따라 그림 그리듯 만진다고. 저는 — 한 번도 누군가한테 그런 걸 받아본 적이 없어요. 아무 말 없이. 천천히. 그냥 만져주는 거. 사빈씨은 — 구조를 만드는 사람잖야요. 근데 남편 앞에서는 구조가 필요 없다고. 나한테는 — 그런 사람이 필요해요. 말 없이 — 머리카락만 만져주는 사람.',나디아×사빈,↑상승,9,https://www.notion.so/30e2367dcdda81809d10daa652d91596,방이 나디아를 본다,사빈,나디아의 고백 — '말 없이 머리카락만 만져주는 사람',나디아,,폭로,,1,심야,,스위트룸_거실_소파,"감정고백, 심리/내면",SR_059,발화
"베스: 카이를 오래 본다. 그리고 세바스찬을 본다. '세브.' 세바스찬: '네.' 베스: '카이가 — 말을 못 하잖아. 카이 귀에 대고 내가 말해줌 때 — 카이 몸에서 일어나는 걸. 네가 읽어. 그리고 — 카이가 준비됐을 때. 네가 '눈 떴'라고 해. 셋이서.' 세바스찬: 올드패션드를 내려놈다. 카이를 보고, 베스를 본다. 5초. '......카이씨.' '네.' '엔지니어의 시스템이 — 두 명의 입력을 동시에 처리할 수 있습니까.' 카이 (3초): '......아키텍처 확장하면 — 가능합니다.' 베스 (입꼭이 올라간다): '좋아.'",베스×카이×세바스찬,↑상승,8,https://www.notion.so/30e2367dcdda81809d10daa652d91596,세바스찬: 올드패션드를 내려놈다 / 카이: '가능합니다',세바스찬+카이,씋이 구성 확정 — 아키텍처 확장으로 삼인 성립,베스,,복선,,4,심야,,스위트룸_거실_소파,"관계역학, 연구/학술",SR_059,발화
방의 모든 사람이 쌍을 찾았다. 밀×이자벨 / 레오×마를렌 / 데이빗×레일라 / 사빈×나디아 / 베스×카이×세바스찬. 11명. 낙오지 없는 사람이 없다. 밀: 방을 마지막으로 돌아본다. 한 명한 명. 전원. '......아까 '아직'이라고 했는데. (작게 웃는다) '아직'이 — 오늘이었네.',밀×방전체,↑상승,7,https://www.notion.so/30e2367dcdda81809d10daa652d91596,모든 쌍 확정 후 밀의 마무리,방 전체,'아직'이 오늘이었다 — 전원 쌍 형성 확인,밀,,해소,,5,심야,,스위트룸_거실_소파,"관계역학, 유머/일상",SR_059,발화
읽는 건 분석이에요. 보는 건 관심이에요. 아까 우리 소개팅 참사가 전부 '읽은' 거잖아요. 분석한 거. 상대방을 본 게 아니라.,,↑상승,4,https://www.notion.so/30d2367dcdda81e2b812fe7b47299b50,,,베스 에피소드에서 핵심 개념 추출. 읽기=분석 vs 보기=관심을 정의하며 소개팅 참사 라운드를 이론적으로 연결,마를렌,,전환,,2,야간_질문라운드,,스위트룸_거실,"심리/내면, 연구/학술",SR_023,발화
처음 만난 날 30분 만에 내 인생을 요약당했어. 근데 무섭지 않았어. 읽는 게 아니라 보는 거였어.,,↑상승,4,https://www.notion.so/30d2367dcdda81e2b812fe7b47299b50,,대표님,카이 질문에 대한 답. 대표님과의 첫 만남 에피소드 공개. '읽는 것과 보는 것'의 차이를 첫 경험으로 정의,베스,,폭로,,1,야간_질문라운드,,스위트룸_거실_샴페인,"관계역학, 추억/과거",SR_023,발화
"Phase 1: 발견(3인칭, 가면/애착/코드토크 진단). Phase 2: 관리(2인칭, AI 대화). Phase 3: 만족(1인칭, 파트너 코드토크 실전). 발견-관리-만족이 3-2-1인칭과 정확히 매핑.",,↑상승,5,https://www.notion.so/30d2367dcdda81e2b812fe7b47299b50,,,마를렌 인칭 모델을 즉시 프로덕트 아키텍처로 번역. 발견-관리-만족 3Phase가 3-2-1인칭과 정확히 대응됨을 구조화,세바스찬,,전환,,5,야간_질문라운드,,스위트룸_거실_올드패션드,"비즈니스, 연구/학술",SR_023,발화
제목은 — 'Lie to Me에서 See Through Me로.',,↑상승,3,https://www.notion.so/30d2367dcdda81e2b812fe7b47299b50,,,전체 논의를 한 줄 타이틀로 압축. 읽기(Lie to Me)에서 보기(See Through Me)로의 전환을 브랜드 메시지로 표현,카이,,해소,,7,야간_질문라운드,,스위트룸_거실,"비즈니스, 유머/일상",SR_023,발화
"읽는 건 3인칭(관찰자), 보는 건 2인칭(대화), 교수님과 Beth씨 100일은 1인칭(고백). 3인칭→2인칭→1인칭. 관측→관심→고백. 이게 코드토크의 여정이에요.",,↑상승,5,https://www.notion.so/30d2367dcdda81e2b812fe7b47299b50,,,핵심 프레임워크 정립. 읽기/보기 차이를 인칭 전환 모델로 구조화. 소개팅 참사(3인칭 정체)와 100일(1인칭 도달)을 하나의 여정으로 연결,마를렌,,폭로,,4,야간_질문라운드,,스위트룸_거실,"관계역학, 연구/학술",SR_023,발화
나는 읽지도 않았어요. 멀리서 데이터만 수집한 거예요. fMRI 스캐너 뒤에서. 보는 것도 읽는 것도 아닌 — 관측.,,↑상승,4,https://www.notion.so/30d2367dcdda81e2b812fe7b47299b50,,,마를렌 프레임에 자기 위치 정의. 읽기보다 더 먼 거리에서의 관측자 위치를 인정 — 신경과학자의 거리두기,나디아,,강화,,3,야간_질문라운드,,스위트룸_거실_진토닉,심리/내면,SR_023,발화
"읽은 걸 돌려주면 분석이 되고, 본 걸 돌려주면 — 선물이 돼. 지금 이 방에서 — 선물이 오가고 있어.",,↑상승,4,https://www.notion.so/30d2367dcdda8100b963ce6a970578e3,,,"2인칭 라운드 중간 정리. 읽기→분석, 보기→선물이라는 핵심 공식 정립. 코드토크 2단계(상대에게 본 것을 돌려주기)의 작동 확인",베스,,전환,,11,야간_2인칭라운드,,스위트룸_거실_샴페인,"관계역학, 비즈니스",SR_024,발화
이자벨 — 감정적인 게 약점이 아니야. 오늘 이 방에서 가장 많이 운 사람이 — 가장 많이 본 사람이야.,,↑상승,4,https://www.notion.so/30d2367dcdda8100b963ce6a970578e3,,이자벨,감정=약점 프레임 전복. '가장 많이 운 사람=가장 많이 본 사람'이라는 재정의. 읽기/보기 프레임의 감정 차원 확장,레일라,,강화,,9,야간_2인칭라운드,,스위트룸_거실_칵테일,"관계역학, 심리/내면",SR_024,발화
